topic,component,metric,filter_conditions,time_type,time_index,time_label,aggregation,value,unit,query_terms,recommended_answer
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,24,系统时间月份-第24日,当期,11.0,台,已完成；资产告警处理趋势,本月第24日，已完成预警数量为11台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,24,系统时间月份-第24日,当期,3.0,台,处理中；资产告警处理趋势,本月第24日，处理中预警数量为3台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,24,系统时间月份-第24日,当期,1.0,台,待处理；资产告警处理趋势,本月第24日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,25,系统时间月份-第25日,当期,16.0,台,已完成；资产告警处理趋势,本月第25日，已完成预警数量为16台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,25,系统时间月份-第25日,当期,6.0,台,处理中；资产告警处理趋势,本月第25日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,25,系统时间月份-第25日,当期,2.0,台,待处理；资产告警处理趋势,本月第25日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,26,系统时间月份-第26日,当期,21.0,台,已完成；资产告警处理趋势,本月第26日，已完成预警数量为21台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,26,系统时间月份-第26日,当期,7.0,台,处理中；资产告警处理趋势,本月第26日，处理中预警数量为7台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,26,系统时间月份-第26日,当期,3.0,台,待处理；资产告警处理趋势,本月第26日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,27,系统时间月份-第27日,当期,18.0,台,已完成；资产告警处理趋势,本月第27日，已完成预警数量为18台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,27,系统时间月份-第27日,当期,5.0,台,处理中；资产告警处理趋势,本月第27日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,27,系统时间月份-第27日,当期,2.0,台,待处理；资产告警处理趋势,本月第27日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,28,系统时间月份-第28日,当期,14.0,台,已完成；资产告警处理趋势,本月第28日，已完成预警数量为14台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,28,系统时间月份-第28日,当期,4.0,台,处理中；资产告警处理趋势,本月第28日，处理中预警数量为4台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,28,系统时间月份-第28日,当期,1.0,台,待处理；资产告警处理趋势,本月第28日，待处理预警数量为1台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,29,系统时间月份-第29日,当期,19.0,台,已完成；资产告警处理趋势,本月第29日，已完成预警数量为19台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,29,系统时间月份-第29日,当期,6.0,台,处理中；资产告警处理趋势,本月第29日，处理中预警数量为6台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,29,系统时间月份-第29日,当期,2.0,台,待处理；资产告警处理趋势,本月第29日，待处理预警数量为2台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,30,系统时间月份-第30日,当期,22.0,台,已完成；资产告警处理趋势,本月第30日，已完成预警数量为22台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,30,系统时间月份-第30日,当期,8.0,台,处理中；资产告警处理趋势,本月第30日，处理中预警数量为8台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,30,系统时间月份-第30日,当期,3.0,台,待处理；资产告警处理趋势,本月第30日，待处理预警数量为3台。
资产管理,资产告警处理趋势,已完成,告警处理状态=已完成,月内日序列,31,系统时间月份-第31日,当期,17.0,台,已完成；资产告警处理趋势,本月第31日，已完成预警数量为17台。
资产管理,资产告警处理趋势,处理中,告警处理状态=处理中,月内日序列,31,系统时间月份-第31日,当期,5.0,台,处理中；资产告警处理趋势,本月第31日，处理中预警数量为5台。
资产管理,资产告警处理趋势,待处理,告警处理状态=待处理,月内日序列,31,系统时间月份-第31日,当期,2.0,台,待处理；资产告警处理趋势,本月第31日，待处理预警数量为2台。
综合态势,日用能统计,本月总用气量,,月内日序列,1,系统时间月份-第1日,月累计,762.3,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,截至本月第1日，累计用气量为762.3m³。
综合态势,日用能统计,本月总用水量,,月内日序列,1,系统时间月份-第1日,月累计,2741.5,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第1日，累计用水量为2,741.5m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,1,系统时间月份-第1日,月累计,1.95,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第1日，累计用电量为1.95GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,1,系统时间月份-第1日,截至当日,96.5,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第1日，节能达成率为96.5%。
综合态势,日用能统计,本月总用气量,,月内日序列,2,系统时间月份-第2日,月累计,1543.1,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第2日，累计用气量为1,543.1m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,2,系统时间月份-第2日,月累计,5510.2,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第2日，累计用水量为5,510.2m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,2,系统时间月份-第2日,月累计,3.82,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第2日，累计用电量为3.82GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,2,系统时间月份-第2日,截至当日,98.2,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第2日，节能达成率为98.2%。
综合态势,日用能统计,本月总用气量,,月内日序列,3,系统时间月份-第3日,月累计,2315.8,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第3日，累计用气量为2,315.8m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,3,系统时间月份-第3日,月累计,8295.6,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第3日，累计用水量为8,295.6m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,3,系统时间月份-第3日,月累计,5.91,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第3日，累计用电量为5.91GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,3,系统时间月份-第3日,截至当日,95.8,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第3日，节能达成率为95.8%。
综合态势,日用能统计,本月总用气量,,月内日序列,4,系统时间月份-第4日,月累计,3088.4,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第4日，累计用气量为3,088.4m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,4,系统时间月份-第4日,月累计,11062.3,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第4日，累计用水量为11,062.3m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,4,系统时间月份-第4日,月累计,8.03,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第4日，累计用电量为8.03GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,4,系统时间月份-第4日,截至当日,99.1,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第4日，节能达成率为99.1%。
综合态势,日用能统计,本月总用气量,,月内日序列,5,系统时间月份-第5日,月累计,3871.2,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第5日，累计用气量为3,871.2m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,5,系统时间月份-第5日,月累计,13845.8,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第5日，累计用水量为13,845.8m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,5,系统时间月份-第5日,月累计,9.94,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第5日，累计用电量为9.94GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,5,系统时间月份-第5日,截至当日,97.4,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第5日，节能达成率为97.4%。
综合态势,日用能统计,本月总用气量,,月内日序列,6,系统时间月份-第6日,月累计,4642.5,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第6日，累计用气量为4,642.5m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,6,系统时间月份-第6日,月累计,16612.1,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第6日，累计用水量为16,612.1m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,6,系统时间月份-第6日,月累计,11.82,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第6日，累计用电量为11.82GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,6,系统时间月份-第6日,截至当日,96.8,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第6日，节能达成率为96.8%。
综合态势,日用能统计,本月总用气量,,月内日序列,7,系统时间月份-第7日,月累计,5418.9,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第7日，累计用气量为5,418.9m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,7,系统时间月份-第7日,月累计,19385.4,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第7日，累计用水量为19,385.4m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,7,系统时间月份-第7日,月累计,13.97,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第7日，累计用电量为13.97GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,7,系统时间月份-第7日,截至当日,95.5,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第7日，节能达成率为95.5%。
综合态势,日用能统计,本月总用气量,,月内日序列,8,系统时间月份-第8日,月累计,6185.3,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第8日，累计用气量为6,185.3m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,8,系统时间月份-第8日,月累计,22152.7,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第8日，累计用水量为22,152.7m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,8,系统时间月份-第8日,月累计,16.05,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第8日，累计用电量为16.05GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,8,系统时间月份-第8日,截至当日,98.7,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第8日，节能达成率为98.7%。
综合态势,日用能统计,本月总用气量,,月内日序列,9,系统时间月份-第9日,月累计,6972.1,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第9日，累计用气量为6,972.1m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,9,系统时间月份-第9日,月累计,24930.2,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第9日，累计用水量为24,930.2m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,9,系统时间月份-第9日,月累计,18.21,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第9日，累计用电量为18.21GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,9,系统时间月份-第9日,截至当日,97.9,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第9日，节能达成率为97.9%。
综合态势,日用能统计,本月总用气量,,月内日序列,10,系统时间月份-第10日,月累计,7745.6,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第10日，累计用气量为7,745.6m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,10,系统时间月份-第10日,月累计,27698.9,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第10日，累计用水量为27,698.9m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,10,系统时间月份-第10日,月累计,20.08,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第10日，累计用电量为20.08GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,10,系统时间月份-第10日,截至当日,96.2,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第10日，节能达成率为96.2%。
综合态势,日用能统计,本月总用气量,,月内日序列,11,系统时间月份-第11日,月累计,8521.4,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第11日，累计用气量为8,521.4m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,11,系统时间月份-第11日,月累计,30481.5,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第11日，累计用水量为30,481.5m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,11,系统时间月份-第11日,月累计,22.14,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第11日，累计用电量为22.14GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,11,系统时间月份-第11日,截至当日,99.4,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第11日，节能达成率为99.4%。
综合态势,日用能统计,本月总用气量,,月内日序列,12,系统时间月份-第12日,月累计,9298.7,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第12日，累计用气量为9,298.7m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,12,系统时间月份-第12日,月累计,33245.3,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第12日，累计用水量为33,245.3m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,12,系统时间月份-第12日,月累计,24.25,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第12日，累计用电量为24.25GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,12,系统时间月份-第12日,截至当日,97.1,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第12日，节能达成率为97.1%。
综合态势,日用能统计,本月总用气量,,月内日序列,13,系统时间月份-第13日,月累计,10072.2,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第13日，累计用气量为10,072.2m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,13,系统时间月份-第13日,月累计,36018.6,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第13日，累计用水量为36,018.6m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,13,系统时间月份-第13日,月累计,26.31,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第13日，累计用电量为26.31GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,13,系统时间月份-第13日,截至当日,95.9,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第13日，节能达成率为95.9%。
综合态势,日用能统计,本月总用气量,,月内日序列,14,系统时间月份-第14日,月累计,10845.8,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第14日，累计用气量为10,845.8m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,14,系统时间月份-第14日,月累计,38792.1,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第14日，累计用水量为38,792.1m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,14,系统时间月份-第14日,月累计,28.46,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第14日，累计用电量为28.46GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,14,系统时间月份-第14日,截至当日,98.5,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第14日，节能达成率为98.5%。
综合态势,日用能统计,本月总用气量,,月内日序列,15,系统时间月份-第15日,月累计,11621.5,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第15日，累计用气量为11,621.5m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,15,系统时间月份-第15日,月累计,41561.4,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第15日，累计用水量为41,561.4m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,15,系统时间月份-第15日,月累计,30.52,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第15日，累计用电量为30.52GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,15,系统时间月份-第15日,截至当日,97.3,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第15日，节能达成率为97.3%。
综合态势,日用能统计,本月总用气量,,月内日序列,16,系统时间月份-第16日,月累计,12395.2,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第16日，累计用气量为12,395.2m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,16,系统时间月份-第16日,月累计,44345.8,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第16日，累计用水量为44,345.8m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,16,系统时间月份-第16日,月累计,32.41,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第16日，累计用电量为32.41GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,16,系统时间月份-第16日,截至当日,96.0,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第16日，节能达成率为96%。
综合态势,日用能统计,本月总用气量,,月内日序列,17,系统时间月份-第17日,月累计,13174.9,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第17日，累计用气量为13,174.9m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,17,系统时间月份-第17日,月累计,47112.5,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第17日，累计用水量为47,112.5m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,17,系统时间月份-第17日,月累计,34.38,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第17日，累计用电量为34.38GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,17,系统时间月份-第17日,截至当日,99.2,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第17日，节能达成率为99.2%。
综合态势,日用能统计,本月总用气量,,月内日序列,18,系统时间月份-第18日,月累计,13948.3,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第18日，累计用气量为13,948.3m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,18,系统时间月份-第18日,月累计,49885.2,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第18日，累计用水量为49,885.2m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,18,系统时间月份-第18日,月累计,36.24,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第18日，累计用电量为36.24GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,18,系统时间月份-第18日,截至当日,95.7,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第18日，节能达成率为95.7%。
综合态势,日用能统计,本月总用气量,,月内日序列,19,系统时间月份-第19日,月累计,14725.6,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第19日，累计用气量为14,725.6m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,19,系统时间月份-第19日,月累计,52658.7,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第19日，累计用水量为52,658.7m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,19,系统时间月份-第19日,月累计,38.35,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第19日，累计用电量为38.35GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,19,系统时间月份-第19日,截至当日,98.4,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第19日，节能达成率为98.4%。
综合态势,日用能统计,本月总用气量,,月内日序列,20,系统时间月份-第20日,月累计,15498.1,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第20日，累计用气量为15,498.1m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,20,系统时间月份-第20日,月累计,55431.1,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第20日，累计用水量为55,431.1m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,20,系统时间月份-第20日,月累计,40.18,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第20日，累计用电量为40.18GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,20,系统时间月份-第20日,截至当日,97.6,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第20日，节能达成率为97.6%。
综合态势,日用能统计,本月总用气量,,月内日序列,21,系统时间月份-第21日,月累计,16275.4,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第21日，累计用气量为16,275.4m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,21,系统时间月份-第21日,月累计,58205.6,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第21日，累计用水量为58,205.6m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,21,系统时间月份-第21日,月累计,42.22,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第21日，累计用电量为42.22GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,21,系统时间月份-第21日,截至当日,96.9,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第21日，节能达成率为96.9%。
综合态势,日用能统计,本月总用气量,,月内日序列,22,系统时间月份-第22日,月累计,17051.8,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第22日，累计用气量为17,051.8m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,22,系统时间月份-第22日,月累计,60981.3,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第22日，累计用水量为60,981.3m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,22,系统时间月份-第22日,月累计,44.15,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第22日，累计用电量为44.15GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,22,系统时间月份-第22日,截至当日,99.5,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第22日，节能达成率为99.5%。
综合态势,日用能统计,本月总用气量,,月内日序列,23,系统时间月份-第23日,月累计,17822.5,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第23日，累计用气量为17,822.5m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,23,系统时间月份-第23日,月累计,63755.8,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第23日，累计用水量为63,755.8m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,23,系统时间月份-第23日,月累计,46.03,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第23日，累计用电量为46.03GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,23,系统时间月份-第23日,截至当日,98.1,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第23日，节能达成率为98.1%。
综合态势,日用能统计,本月总用气量,,月内日序列,24,系统时间月份-第24日,月累计,18595.2,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第24日，累计用气量为18,595.2m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,24,系统时间月份-第24日,月累计,66522.4,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第24日，累计用水量为66,522.4m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,24,系统时间月份-第24日,月累计,48.17,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第24日，累计用电量为48.17GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,24,系统时间月份-第24日,截至当日,95.4,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第24日，节能达成率为95.4%。
综合态势,日用能统计,本月总用气量,,月内日序列,25,系统时间月份-第25日,月累计,19371.7,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第25日，累计用气量为19,371.7m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,25,系统时间月份-第25日,月累计,69295.1,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第25日，累计用水量为69,295.1m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,25,系统时间月份-第25日,月累计,50.32,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第25日，累计用电量为50.32GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,25,系统时间月份-第25日,截至当日,97.8,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第25日，节能达成率为97.8%。
综合态势,日用能统计,本月总用气量,,月内日序列,26,系统时间月份-第26日,月累计,20148.3,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第26日，累计用气量为20,148.3m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,26,系统时间月份-第26日,月累计,72068.5,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第26日，累计用水量为72,068.5m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,26,系统时间月份-第26日,月累计,52.48,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第26日，累计用电量为52.48GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,26,系统时间月份-第26日,截至当日,96.7,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第26日，节能达成率为96.7%。
综合态势,日用能统计,本月总用气量,,月内日序列,27,系统时间月份-第27日,月累计,20922.6,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第27日，累计用气量为20,922.6m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,27,系统时间月份-第27日,月累计,74842.2,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第27日，累计用水量为74,842.2m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,27,系统时间月份-第27日,月累计,54.55,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第27日，累计用电量为54.55GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,27,系统时间月份-第27日,截至当日,98.9,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第27日，节能达成率为98.9%。
综合态势,日用能统计,本月总用气量,,月内日序列,28,系统时间月份-第28日,月累计,21695.1,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第28日，累计用气量为21,695.1m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,28,系统时间月份-第28日,月累计,77615.6,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第28日，累计用水量为77,615.6m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,28,系统时间月份-第28日,月累计,56.61,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第28日，累计用电量为56.61GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,28,系统时间月份-第28日,截至当日,97.2,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第28日，节能达成率为97.2%。
综合态势,日用能统计,本月总用气量,,月内日序列,29,系统时间月份-第29日,月累计,22472.8,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第29日，累计用气量为22,472.8m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,29,系统时间月份-第29日,月累计,80388.3,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第29日，累计用水量为80,388.3m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,29,系统时间月份-第29日,月累计,58.74,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第29日，累计用电量为58.74GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,29,系统时间月份-第29日,截至当日,95.6,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第29日，节能达成率为95.6%。
综合态势,日用能统计,本月总用气量,,月内日序列,30,系统时间月份-第30日,月累计,23245.5,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第30日，累计用气量为23,245.5m³。"
